,Name,Time,Time_Range,ID,URL,Ingredients,steps,Tokens
3374,Oriental salad (Bean sprout and snow pea salad),20.0,0.0,2295,http://cooking.nytimes.com/recipes/2295-oriental-salad-bean-sprout-and-snow-pea-salad,"['bean sprouts', 'snow peas', 'salt', 'ham', 'turkey', 'celery', 'scallions', 'chestnuts', 'coriander', 'mustard', 'egg', 'ginger', 'white-wine vinegar', 'oil', 'salt', 'pepper']","If you desire, pick over the bean sprouts to remove and discard the tiny curlicues at the top and/or bottom. Put the bean sprouts in a salad bowl. Drop the snow peas into a basin of boiling water lightly seasoned with salt. Bring to the boil and drain. Chill under cold running water. Drain. Add to the bean sprouts. Cut the ham and turkey breast into very fine shreds. There should be about two cups of each. Add this to the bowl. Add the celery, scallions and water chestnuts. Sprinkle with the coriander. To make the salad dressing, blend the mustard, egg, ginger and vinegar in a mixing bowl. Start beating with a wire whisk while gradually adding the oil. Add salt and pepper. Serve the salad and salad dressing separately if desired. Or toss the salad with the dressing. ","['desir', 'remov', 'discard', 'put', 'sprout', 'drop', 'boil', 'season', 'cut', 'add', 'add', 'make', 'blend', 'beat', 'ad', 'serv', 'dress', 'desir', 'turkey', 'celeri', 'pepper', 'coriand', 'ham', 'vinegar', 'sprout', 'snow', 'ginger', 'scallion', 'chestnut', 'bean', 'white-win', 'oil', 'salt', 'pea', 'egg', 'mustard']"
3375,Fresh tomato sauce,15.0,0.0,2226,http://cooking.nytimes.com/recipes/2226-fresh-tomato-sauce,"['olive oil', 'onions', 'garlic', 'tomatoes', 'bay leaf', 'thyme', 'salt', 'pepper', 'butter', 'basil']","Heat the oil in a saucepan and add the onions and garlic. Cook, stirring, until they are wilted. Add the tomatoes, bay leaf, thyme, salt and pepper and bring to the boil. Cover and simmer about 10 minutes. Stir in the butter and basil. ","['add', 'stir', 'wilt', 'add', 'bring', 'simmer', 'tomato', 'butter', 'pepper', 'oil', 'leaf', 'thyme', 'onion', 'oliv', 'bay', 'garlic', 'basil', 'salt']"
3376,Baked Fish en Papillotte,15.0,0.0,3592,http://cooking.nytimes.com/recipes/3592-baked-fish-en-papillotte,"['olive oil', 'kitchen parchment', 'bluefish', 'lemon rind', 'capers', 'black pepper', 'watercress']","Preheat oven to 450 degrees. Use about a third of the olive oil to smear on the parchment or foil. Place the fillet on the oiled surface, and sprinkle the rest of the oil on top. Strew the lemon rind and capers over the top, and sprinkle with freshly ground pepper to taste. Draw the sides and ends of the paper or foil up over the fish to form a loose packet. Crimp the edges together to make a tight seal. Place the fish on a tray or cookie sheet. Place in the oven, and bake for 10 minutes. Serve the whole packet on a dinner plate; diners open their packets at table. Garnish with watercress. ","['use', 'smear', 'place', 'sprinkl', 'strew', 'draw', 'foil', 'form', 'crimp', 'make', 'place', 'bake', 'serv', 'open', 'garnish', 'caper', 'bluefish', 'oil', 'lemon', 'oliv', 'pepper', 'black', 'rind', 'watercress', 'parchment', 'kitchen']"
3377,Grilled Monkfish Brochettes With Orange-Butter Sauce,30.0,0.0,10463,http://cooking.nytimes.com/recipes/10463-grilled-monkfish-brochettes-with-orange-butter-sauce,"['monkfish', 'tomatoes', 'orange juice', 'scallions', 'butter', 'vegetable oil', 'cilantro', 'bell pepper', 'pepper', 'round', 'salt', 'black pepper']","Place 6 pieces of monkfish on a skewer, alternating with slices of red and yellow bell peppers. Continue until all fish and peppers are used. Set aside. Dice the tomatoes. You should have about 3/4 cup. In a saucepan, combine the orange juice, scallions, salt and pepper. Reduce by half over the grill, about 10 minutes. Add the butter, tomatoes, salt and pepper. Mix well. When the butter is melted, set aside in a warm spot while you cook the brochettes. Coat the brochettes with oil and place them over the grill. Cook until done, about 15 minutes, turning occasionally. Place brochettes on serving plates, pour the sauce over them and garnish with fresh cilantro. ","['altern', 'use', 'combin', 'add', 'melt', 'set', 'cook', 'coat', 'done', 'turn', 'brochett', 'serv', 'pour', 'garnish', 'tomato', 'butter', 'cilantro', 'oil', 'bell', 'veget', 'orang', 'pepper', 'scallion', 'black', 'monkfish', 'salt', 'round', 'juic']"
3378,Grilled French Bread With Herbs,20.0,0.0,10460,http://cooking.nytimes.com/recipes/10460-grilled-french-bread-with-herbs,"['baguette', 'olive oil', 'garlic', 'parsley', 'parmesan cheese']","Slice the baguettes lengthwise. Brush them with olive oil. Combine the garlic, parsley and Parmesan cheese. Sprinkle mixture over the bread. Recombine the loaves and wrap in aluminum foil. Place the loaves over the grill and cook, turning occasionally, until well heated throughout, about 15 minutes. ","['lengthwis', 'brush', 'combin', 'recombin', 'place', 'turn', 'heat', 'baguett', 'oliv', 'parsley', 'chees', 'oil', 'garlic', 'parmesan']"
3379,Grilled Eggplant With Mozzarella Cheese,45.0,0.0,10461,http://cooking.nytimes.com/recipes/10461-grilled-eggplant-with-mozzarella-cheese,"['eggplants', 'tomatoes', 'mozzarella', 'basil', 'olive oil', 'ground pepper', 'round', 'salt', 'pepper']","Cut the stems off the eggplants. Slice each eggplant lengthwise into four even pieces. Rub some of the olive oil over the slices and season well with salt and pepper. Lay tomato slices over six of the eggplant slices. Place basil leaves over the tomatoes. Lay mozzarella slices over the basil leaves. Coat with remaining olive oil and make sandwiches with the remaining eggplant slices. Wrap well in heavy-duty aluminum foil. Place the eggplants over the grill and cook for about 30 minutes, turning occasionally, or until the eggplants are cooked thoroughly and the cheese is melted. ","['cut', 'leav', 'leav', 'remain', 'make', 'remain', 'place', 'turn', 'cook', 'melt', 'tomato', 'pepper', 'oil', 'oliv', 'round', 'eggplant', 'basil', 'salt', 'mozzarella', 'ground']"
3380,Silvano Marchetto's Penne All'Arrabiata,30.0,0.0,3388,http://cooking.nytimes.com/recipes/3388-silvano-marchettos-penne-allarrabiata,"['olive oil', 'garlic', 'garlic', 'plum tomatoes', 'basil', 'penne', 'salt', 'chili', 'red chili', 'chili pepper', 'pepper', 'round', 'black pepper']","Over medium heat, brown the 2 garlic cloves in the olive oil. When thoroughly brown, remove and discard. Add the chopped garlic clove and let sizzle for a moment, watching carefully that it doesn't burn. Add tomatoes and their juice to the garlic in the pan, breaking up the tomatoes with a fork. Leave to cook for 10 minutes to reduce the sauce slightly. While tomatoes are cooking, wash and dry the basil leaves and cut into ribbons. Cut the whole chili pepper in half and discard the seeds. Chop the pepper roughly. Add chili pepper and basil to the sauce in the pan, stir well and taste for seasoning, adding salt and pepper if desired. Leave to simmer over low heat while preparing pasta. Bring 4 quarts of water to a rolling boil. Add 1 tablespoon of salt and when water reboils, add pasta all at once. Stir vigorously with a long-handled wooden spoon or fork to bring quickly back to a boil. Cook until done. Drain and turn into a warmed serving bowl. Dress with the sauce and serve immediately. ","['brown', 'remov', 'discard', 'add', 'let', 'sizzl', 'watch', 'burn', 'break', 'leav', 'cook', 'reduc', 'cook', 'dri', 'cut', 'cut', 'discard', 'chop', 'ad', 'desir', 'leav', 'simmer', 'prepar', 'bring', 'add', 'bring', 'done', 'turn', 'serv', 'tomato', 'pepper', 'oil', 'plum', 'oliv', 'garlic', 'basil', 'penn', 'chili', 'salt', 'round', 'red', 'black']"
3381,Adi Giovanetti's Pasta Alla Checca (Linguine with fresh herbs),20.0,0.0,3389,http://cooking.nytimes.com/recipes/3389-adi-giovanettis-pasta-alla-checca-linguine-with-fresh-herbs,"['olive oil', 'onion', 'tomatoes', 'arugula', 'linguine', 'salt', 'round', 'black pepper', 'pepper', 'pecorino', 'romano cheese', 'cheese', 'pecorino romano']","Over medium heat, saute the chopped onion in the olive oil until onion is just golden brown. Remove from heat and add the tomatoes, juice and all. Crush the tomatoes slightly with a fork. Return to low heat and simmer until the sauce has thickened. Taste for seasoning and add salt and freshly ground black pepper if desired. While the sauce is cooking, wash and dry the arugula, discarding thick stems. Cut into thin ribbons and set aside. Bring 4 quarts of water to a rolling boil. Add salt if desired and when water reboils, add pasta. Stir vigorously with a long-handled wooden spoon or fork to separate pasta strands and bring water quickly back to a boil. When pasta is done, drain quickly and turn into a warm serving bowl. Remove sauce from fire and add the arugola, stirring to mix well. Pour sauce over pasta and sprinkle with half the pecorino cheese. Serve immediately, passing the rest of the cheese separately. ","['saut', 'remov', 'add', 'crush', 'return', 'thicken', 'season', 'add', 'desir', 'cook', 'dri', 'discard', 'set', 'bring', 'desir', 'add', 'separ', 'bring', 'done', 'drain', 'turn', 'remov', 'add', 'stir', 'mix', 'pass', 'tomato', 'pepper', 'oil', 'onion', 'romano', 'oliv', 'pecorino', 'arugula', 'chees', 'black', 'linguin', 'salt', 'round']"
3382,Marcella Hazan’s Pasta With Four Herbs,20.0,0.0,10304,http://cooking.nytimes.com/recipes/10304-marcella-hazans-pasta-with-four-herbs,"['sage', 'mint', 'rosemary', 'parsley', 'tomatoes', 'olive oil', 'penne', 'salt', 'pepper']","Bring 4 quarts of water to a rolling boil. Add 1 tablespoon of salt and when water has returned to a boil, add the penne, stirring with a long- handled wooden fork or spoon to distribute the pasta evenly. While the pasta is cooking, proceed with the rest of the recipe. Chop the fresh herbs together briefly and place in a deep bowl in which you will serve the pasta. Seed the tomatoes and cut them into small cubes. Add to the herbs in the bowl and mix together gently but thoroughly. Taste for seasoning and add salt and pepper if necessary or desired. This step must proceed very quickly, so be sure your timing is right. Heat the olive oil over a medium high flame until it is very hot. When it begins to smoke, pour all at once over the vegetables in the bowl. Drain the cooked pasta and add it immediately to the oil and sizzling vegetables. Mix well. Serve immediately. ","['bring', 'return', 'add', 'stir', 'distribut', 'cook', 'chop', 'serv', 'seed', 'cut', 'mix', 'season', 'add', 'desir', 'proceed', 'heat', 'begin', 'smoke', 'pour', 'drain', 'add', 'tomato', 'rosemari', 'pepper', 'oil', 'salt', 'sage', 'oliv', 'parsley', 'penn', 'mint']"
3383,Deviled Crab,25.0,0.0,3554,http://cooking.nytimes.com/recipes/3554-deviled-crab,"['crab meat', 'butter', 'onion', 'celery', 'mayonnaise', 'parmesan cheese', 'parsley', 'lemon juice', 'dry sherry', 'pepper', 'tabasco sauce']","Pick over the crab meat to remove cartilage and bone. Try not to break up the lumps. Put the crab in a mixing bowl. Melt the butter in a skillet and add the onion and celery. Cook until wilted. Set aside to cool. Preheat the broiler. Add the onion and celery mixture and 1/2 cup each of mayonnaise and cheese to the crab meat. Add the parsley, lemon juice, sherry, pepper and Tabasco. Blend carefully so as not to break up the lumps of crab. If you are to serve this as a canape, spoon the mixture into 14 to 16 small scallop dishes. If it is to be served as a main course, spoon it into six large scallop shells. Blend the remaining two tablespoons of mayonnaise and one tablespoon of cheese. Spoon equal portions of this mixture over the tops of the crab and smooth it over. Place under the broiler until bubbling and golden brown. ","['remov', 'tri', 'break', 'put', 'add', 'wilt', 'cool', 'preheat', 'add', 'add', 'break', 'serv', 'spoon', 'serv', 'blend', 'remain', 'smooth', 'bubbl', 'butter', 'celeri', 'pepper', 'lemon', 'meat', 'onion', 'sherri', 'parsley', 'mayonnais', 'sauc', 'dri', 'chees', 'crab', 'parmesan', 'tabasco', 'juic']"
3384,Italian-Style Chicken,40.0,0.0,3315,http://cooking.nytimes.com/recipes/3315-italian-style-chicken,"['sausages', 'olive oil', 'chicken', 'onion', 'mushrooms', 'chicken stock', 'red pepper', 'salt', 'white wine', 'wine']","Prick sausages and brown them in the olive oil in a large skillet. Add the chicken pieces and saute them until lightly browned. Add the onion and mushrooms and saute 10 minutes, stirring often. Drain off surplus fat. Add all remaining ingredients, cover and simmer 15 minutes. Uncover and cook 5 to 10 minutes, or until the sauce is reduced by half. Serve with pasta. ","['brown', 'add', 'saut', 'brown', 'add', 'saut', 'stir', 'drain', 'remain', 'cook', 'reduc', 'serv', 'pepper', 'oil', 'onion', 'mushroom', 'salt', 'oliv', 'chicken', 'wine', 'sausag', 'white', 'red', 'stock']"
3385,Indian-Style Pilaf,60.0,0.0,3313,http://cooking.nytimes.com/recipes/3313-indian-style-pilaf,"['rice', 'onion', 'butter', 'cardamom pods', 'cinnamon', 'cloves', 'turmeric', 'bay leaves', 'water', 'salt']","If desired, wash rice and let stand in cold water for 30 minutes. Drain. Saute onion in butter in a pot until golden. Add cardamom pods, cinnamon, cloves, turmeric and bay leaves and saute two minutes. Add rice and saute two minutes, stirring to color all grains. Add water and salt, bring to a boil, cover and simmer over very low heat 15 to 20 minutes. Turn off heat and allow to stand, covered and undisturbed, until needed. Fluff before serving. (The whole spices are not meant to be eaten.) ","['desir', 'stir', 'color', 'bring', 'turn', 'allow', 'stand', 'cover', 'need', 'serv', 'butter', 'turmer', 'clove', 'onion', 'cardamom', 'bay', 'water', 'leav', 'cinnamon', 'pod', 'rice', 'salt']"
3386,Chipotle Chili Sauce,30.0,0.0,3506,http://cooking.nytimes.com/recipes/3506-chipotle-chili-sauce,"['tomatoes', 'chipotle chilies', 'oil', 'onion']","Combine the tomatoes and chilies in the container of a food processor or electric blender. Blend as finely as possible. Heat the oil in a skillet, and add the onion. Cook, stirring, until wilted, and add the tomato and chili mixture. Let simmer, stirring often, about 20 minutes. ","['combin', 'heat', 'add', 'stir', 'wilt', 'add', 'let', 'stir', 'tomato', 'chipotl', 'oil', 'chili', 'onion']"
3387,Hot Chili Sauce (Pico de Gallo),2.0,0.0,3507,http://cooking.nytimes.com/recipes/3507-hot-chili-sauce-pico-de-gallo,"['tomatoes', 'red onion', 'avocado', 'fresh coriander', 'lime juice', 'salt', 'olive oil', 'jalapeno peppers', 'jalapeno pepper', 'peppers', 'jalapeno', 'pepper', 'seeds', 'ground pepper', 'round']",Combine all the ingredients in a mixing bowl and serve at room temperature. ,"['tomato', 'pepper', 'coriand', 'jalapeno', 'onion', 'ground', 'oliv', 'avocado', 'round', 'oil', 'fresh', 'juic', 'salt', 'seed', 'red', 'lime']"
3388,Mexican Table Sauce,15.0,0.0,3508,http://cooking.nytimes.com/recipes/3508-mexican-table-sauce,"['tomatoes', 'onion', 'coriander', 'jalapeno peppers', 'jalapenos', 'salt', 'black pepper']","Blend the tomatoes to a coarse paste in a food processor or electric blender. Pour this into a mixing bowl. Add the onion and coriander. Trim off the stem ends of the canned and fresh jalapeno peppers. Do not remove the seeds. Add the peppers to a food processor or electric blender. Blend the peppers until they are coarse-fine. Do not puree them to a paste. Add the peppers a little at a time to the bowl. After each addition taste the sauce, and add more peppers according to taste. Add salt and pepper and serve. ","['blend', 'pour', 'add', 'trim', 'end', 'can', 'remov', 'add', 'blend', 'pure', 'add', 'add', 'accord', 'tomato', 'pepper', 'coriand', 'onion', 'jalapeno', 'black', 'salt']"
3389,Spicy Tomato And Cherry Pepper Salad,10.0,0.0,10153,http://cooking.nytimes.com/recipes/10153-spicy-tomato-and-cherry-pepper-salad,"['tomatoes', 'celery', 'parsley', 'cherry peppers', 'chilies', 'capers', 'cayenne pepper', 'paprika', 'lime juice', 'olive oil']",Cut away and discard tomato cores. Cut tomatoes into 1-inch cubes. There should be about 2 1/2 cups. Put tomatoes in bowl and add remaining ingredients. Stir to blend and serve. ,"['tomato', 'put', 'add', 'remain', 'blend', 'serv', 'tomato', 'celeri', 'pepper', 'oil', 'caper', 'oliv', 'parsley', 'paprika', 'cherri', 'chili', 'juic', 'cayenn', 'lime']"
3390,No-Salt Green Salad,10.0,0.0,10160,http://cooking.nytimes.com/recipes/10160-no-salt-green-salad,"['salad greens', 'onion', 'red-wine vinegar', 'olive oil', 'dry vermouth', 'parsley', 'garlic', 'oregano', 'pepper']","Put salad greens and onion slices in bowl. Combine remaining ingredients in small glass jar with lid and shake well. Pour mixture over greens, toss and serve. ","['put', 'remain', 'shake', 'vinegar', 'pepper', 'oil', 'salad', 'onion', 'oliv', 'parsley', 'red-win', 'dri', 'green', 'oregano', 'garlic', 'vermouth']"
3391,Homemade Salt-Free English-Style Mustard,20.0,0.0,10159,http://cooking.nytimes.com/recipes/10159-homemade-salt-free-english-style-mustard,"['mustard', 'water']",Blend mustard and water until smooth. Let stand 20 minutes to develop strength and flavor. ,"['let', 'stand', 'develop', 'water', 'mustard']"
3392,Baked Chicken Breasts With Tomatoes and Cheese,30.0,0.0,10152,http://cooking.nytimes.com/recipes/10152-baked-chicken-breasts-with-tomatoes-and-cheese,"['chicken breast', 'pepper', 'olive oil', 'garlic', 'pepper', 'tomatoes', 'oregano', 'cheese', 'pepper flakes', 'red pepper']","Preheat oven to 400 degrees. Sprinkle chicken pieces with generous grinding of black pepper. Heat oil in skillet and add chicken pieces. Cook about 2 minutes on one side until lightly browned. Turn and cook about 3 minutes. Transfer chicken pieces in 1 layer to baking dish. Add garlic to skillet and cook briefly. Add sweet pepper slices, tomatoes, oregano and pepper flakes. Let simmer about 5 minutes. Pour sauce over the chicken and sprinkle with cheese. Bake 10 minutes. ","['add', 'cook', 'brown', 'cook', 'transfer', 'bake', 'skillet', 'cook', 'let', 'bake', 'tomato', 'pepper', 'oil', 'oliv', 'flake', 'chees', 'garlic', 'breast', 'oregano', 'chicken', 'red']"
3393,Tomato Sauce With Chili,90.0,0.0,10157,http://cooking.nytimes.com/recipes/10157-tomato-sauce-with-chili,"['oil', 'onion', 'garlic', 'chili powder', 'cumin', 'coriander', 'tomato paste', 'flour', 'chicken broth', 'tomatoes', 'pepper', 'unsalted butter']","Heat oil in saucepan and add onion and garlic. Cook, stirring, about 3 minutes or until onion is translucent. Add chili powder, cumin, coriander and tomato paste. Cook, stirring, about 1 minute and add flour, stirring. Add broth, stirring constantly, and cook until mixture is thickened and smooth. Add tomatoes and pepper and cook, partly covered, about 15 minutes. Put sauce through food mill or sieve. Swirl in butter and serve hot. ","['add', 'add', 'stir', 'stir', 'thicken', 'cover', 'put', 'serv', 'tomato', 'butter', 'pepper', 'oil', 'onion', 'flour', 'broth', 'cumin', 'past', 'coriand', 'garlic', 'powder', 'chili', 'chicken', 'unsalt']"
3394,Bechamel,15.0,0.0,10112,http://cooking.nytimes.com/recipes/10112-bechamel,"['butter', 'flour', 'heavy cream', 'nutmeg', 'salt', 'white pepper', 'pepper']","Melt butter in a saucepan. Add flour and cook the roux over low heat three minutes. Add heavy cream and whisk. Continue to stir over low heat for five minutes, until mixture thickens. Strain through fine sieve. Season with salt, pepper and nutmeg. ","['add', 'cook', 'continu', 'stir', 'butter', 'pepper', 'flour', 'heavi', 'nutmeg', 'white', 'salt', 'cream']"
3395,Mayonnaise,5.0,0.0,10113,http://cooking.nytimes.com/recipes/10113-mayonnaise,"['egg', 'dry mustard', 'salt', 'lemon juice', 'walnut oil', 'peanut oil']","In blender place egg, mustard, salt, lemon juice, walnut oil and 1 tablespoon peanut oil. Blend one minute. Drop by drop add remaining oil, blending until mayonnaise forms. ","['blend', 'remain', 'blend', 'oil', 'lemon', 'mustard', 'egg', 'walnut', 'dri', 'peanut', 'salt', 'juic']"
3396,Morels,15.0,0.0,3605,http://cooking.nytimes.com/recipes/3605-morels,"['morels', 'butter', 'shallots', 'madeira wine', 'heavy cream', 'salt', 'pepper']","If necessary, trim off ends of morels. If they are large cut in half or in quarters, depending on size. Heat butter in saucepan and add shallots. Cook, stirring, until wilted. Add morels and cook, shaking saucepan and stirring often, about 2 minutes. Add wine and cook about 1 minute. Add cream, salt and pepper. Bring to boil and cook about 1 minute. Serve as vegetable or, if desired, on toast or on freshly cooked, drained pasta. ","['trim', 'depend', 'add', 'stir', 'wilt', 'shake', 'stir', 'boil', 'cook', 'desir', 'cook', 'drain', 'butter', 'pepper', 'shallot', 'heavi', 'madeira', 'morel', 'cream', 'salt', 'wine']"
3397,Polenta,30.0,0.0,3612,http://cooking.nytimes.com/recipes/3612-polenta,"['water', 'salt', 'yellow cornmeal']","Bring water to boil in heavy-bottomed saucepan or small kettle. Add salt to taste. Gradually add cornmeal while stirring briskly with wire whisk. You must stir vigorously or cornmeal will lump. When mixture returns to boil continue stirring about 5 minutes.Let mixture cook for total of at least 20 minutes, stirring all around bottom of pan to prevent sticking. It will be quite thick; stir often. Serve polenta piping hot with any desired sauce or pour into loaf pan (9 by 5 by 2 3/4 inches) and let stand until cool. Refrigerate until ready to use. When chilled loaf may be sliced, arranged on baking dish, sprinkled with grated cheese and melted butter and baked in a 400-degree oven until browned. ","['boil', 'salt', 'tast', 'stir', 'stir', 'cornmeal', 'lump', 'return', 'boil', 'continu', 'stir', 'stir', 'prevent', 'polenta', 'pipe', 'let', 'stand', 'use', 'slice', 'arrang', 'bake', 'sprinkl', 'melt', 'bake', 'brown', 'water', 'salt', 'yellow', 'cornmeal']"
3398,Enokitake Mushrooms Cooked in Foil,20.0,0.0,3606,http://cooking.nytimes.com/recipes/3606-enokitake-mushrooms-cooked-in-foil,"['enokitake mushrooms', 'butter', 'salt', 'pepper', 'dill', 'lemon']",Preheat oven to 475 degrees. Cut off bottom ends of mushrooms where linked together. Rub center of 2 12-inch squares of heavy-duty aluminum foil with a little of the butter. Place 2 bunches of mushrooms in center of each foil square. Dot with remaining butter. Sprinkle with salt and pepper and cover each batch of mushrooms with two sprigs of dill. Add 1 lemon slice to each and carefully fold foil into package to enclose mushrooms neatly. Bake 10 minutes. ,"['link', 'remain', 'cover', 'enclos', 'bake', 'butter', 'dill', 'pepper', 'lemon', 'mushroom', 'enokitak', 'salt']"
3399,Wild Mushrooms a la Russe (Wild mushrooms in sour cream),15.0,0.0,3602,http://cooking.nytimes.com/recipes/3602-wild-mushrooms-a-la-russe-wild-mushrooms-in-sour-cream,"['wild mushrooms', 'butter', 'salt', 'pepper', 'chives', 'dill', 'parsley', 'sour cream']","Prepare mushrooms and set aside. Heat butter in skillet and add mushrooms, salt and pepper. Cook, stirring often, until mushrooms give up liquid. Continue cooking until liquid evaporates. Total cooking time is about 6 minutes. Add chives, dill, parsley and sour cream. Blend and bring barely to boil. Do not boil or sauce will curdle. Add salt and pepper and serve. ","['set', 'add', 'stir', 'give', 'cook', 'bring', 'boil', 'boil', 'sauc', 'curdl', 'butter', 'dill', 'pepper', 'mushroom', 'parsley', 'chive', 'sour', 'wild', 'salt', 'cream']"
3400,Spaghetti With Enokitake Mushrooms and Marinara Sauce,30.0,0.0,3607,http://cooking.nytimes.com/recipes/3607-spaghetti-with-enokitake-mushrooms-and-marinara-sauce,"['olive oil', 'garlic', 'dried oregano', 'basil', 'parsley', 'salt', 'pepper', 'enokitake mushrooms', 'spaghetti', 'parmesan cheese', 'plum tomato', 'tomatoe', 'plum tomatoes', 'tomato', 'tomatoes']","Place tomatoes in a saucepan and cook until reduced by half. Stir often to prevent sticking. Heat oil in another saucepan and add garlic. Cook briefly and add tomatoes, oregano, basil, parsley, salt and pepper. Meanwhile, cook mushrooms in foil. Remove and discard lemon slices and dill sprigs. Add mushrooms to sauce. Cook and drain spaghetti. Pour sauce over and toss. Serve with grated Parmesan cheese on side. ","['reduc', 'prevent', 'add', 'sauc', 'drain', 'serv', 'tomato', 'pepper', 'oil', 'mushroom', 'spaghetti', 'plum', 'oliv', 'parsley', 'dri', 'enokitak', 'chees', 'garlic', 'oregano', 'parmesan', 'basil', 'salt']"
3401,Cepes Provencale (Sauteed wild mushrooms with garlic),10.0,0.0,3610,http://cooking.nytimes.com/recipes/3610-cepes-provencale-sauteed-wild-mushrooms-with-garlic,"['mushrooms', 'olive oil', 'salt', 'pepper', 'bread crumbs', 'garlic', 'parsley']","Remove and reserve mushrooms stems. Place caps on flat surface and cut each in half, holding knife diagonally and slicing at slight angle. Chop stems. Heat oil in heavy skillet and add sliced mushroom caps when it is hot and starting to smoke. Sprinkle with salt and pepper. Cook over high heat, stirring and shaking skillet, about 2 minutes or until mushrooms are slightly crisp. Pour off most of oil and add chopped mushroom stems, bread crumbs and garlic. Cook, stirring, about 1 minute or until crumbs are slightly browned. Sprinkle with chopped parsley and serve. ","['reserv', 'stem', 'cut', 'hold', 'slice', 'stem', 'add', 'start', 'smoke', 'stir', 'shake', 'pour', 'add', 'stem', 'brown', 'pepper', 'oil', 'crumb', 'mushroom', 'oliv', 'parsley', 'garlic', 'salt', 'bread']"
3402,"Grilled Porcini, Italian Style",15.0,0.0,3609,http://cooking.nytimes.com/recipes/3609-grilled-porcini-italian-style,"['mushrooms', 'olive oil', 'oregano', 'garlic', 'salt', 'pepper']","Preheat charcoal or gas-fired grill to high. Remove stems from mushrooms. Stems may be chopped and used for another purpose. Wipe caps with damp cloth. Blend olive oil, oregano, garlic, salt and pepper in small bowl. Blend. Brush mushroom caps with mixture. Place mushrooms, stem side up, on grill and cook 2 minutes. Turn and brush with remaining oil mixture. Cook 2 minutes longer. ","['high', 'remov', 'stem', 'chop', 'use', 'cap', 'remain', 'cook', 'pepper', 'oil', 'mushroom', 'oliv', 'garlic', 'oregano', 'salt']"
3403,Sauteed Wild Mushrooms with Shallots (Cepes Bordelaise),10.0,0.0,3611,http://cooking.nytimes.com/recipes/3611-sauteed-wild-mushrooms-with-shallots-cepes-bordelaise,"['mushrooms', 'oil', 'salt', 'pepper', 'shallots', 'bread crumbs', 'lemon', 'parsley']","Remove and reserve mushroom stems. Place mushroom caps on flat surface and cut each in half, holding knife diagonally and slicing at slight angle. Chop stems. Heat oil in heavy skillet and add sliced mushroom caps when very hot and starting to smoke. Sprinkle with salt and pepper. Cook over high heat, stirring and shaking skillet, about 2 minutes or until mushrooms are slightly crisp. Pour off most of oil and add chopped mushroom stems, shallots and bread crumbs. Continue cooking about 1 minute or until crumbs are slightly browned. Spoon mushrooms into warm serving dish and add lemon juice and chopped parsley. ","['reserv', 'stem', 'cut', 'hold', 'slice', 'stem', 'add', 'start', 'smoke', 'stir', 'shake', 'pour', 'add', 'stem', 'continu', 'cook', 'brown', 'serv', 'add', 'chop', 'pepper', 'oil', 'crumb', 'mushroom', 'shallot', 'parsley', 'lemon', 'salt', 'bread']"
3404,Welsh rabbit,15.0,0.0,2563,http://cooking.nytimes.com/recipes/2563-welsh-rabbit,"['cheddar cheese', 'butter', 'light ale', 'english mustard', 'worcestershire sauce', 'salt', 'pepper', 'buttered toast']","Preheat the broiler to high. Grate the cheese coarsely. There should be about two cups. Melt the butter in a heavy saucepan and add the cheese. Stir briefly and add the ale. Continue cooking over low heat, stirring, until the cheese is thoroughly melted and smooth. Add the mustard, Worcestershire sauce, salt and pepper. Arrange the toast slices in four fairly shallow ramekins. Spoon an equal amount of the rabbit on top of each. Place under the broiler, and broil until bubbling and lightly browned. Serve immediately. ","['preheat', 'high', 'grate', 'add', 'add', 'cook', 'stir', 'melt', 'add', 'arrang', 'bubbl', 'brown', 'butter', 'toast', 'pepper', 'mustard', 'light', 'ale', 'cheddar', 'sauc', 'chees', 'english', 'salt', 'worcestershir']"
3405,Apple Walnut Salad With Coriander,10.0,0.0,2539,http://cooking.nytimes.com/recipes/2539-apple-walnut-salad-with-coriander,"['lettuce', 'apples', 'walnut oil', 'coriander', 'walnuts', 'black pepper', 'cider vinegar', 'apple cider', 'vinegar', 'apple', 'cider']","Wash and dry lettuce and break into bite-size pieces. Wash and core apples and cut into cubes (do not peel). Whisk together vinegar, oil and coriander in salad bowl. Add lettuce, apples and walnuts and toss. Season with pepper. ","['break', 'cut', 'vinegar', 'pepper', 'coriand', 'cider', 'oil', 'walnut', 'appl', 'black', 'lettuc']"
